,GEO_CODE,One person household\ Aged 65 and over,One person household\ Aged 0 to 64,One family only\ All aged 65 and over,One family only\ Lone parent\ All children non-dependent,One family only\ Couple family\ No children,One family only\ Couple family\ With dependent children,One family only\ Couple family\ All children non-dependent,One family only\ Lone parent\ With dependent children,Other household types\ Other (including all full-time students and all aged 65 and over)
5327,S01005359,17,22,23,7,84,101,56,19,9
5328,S01005356,39,8,34,11,62,79,32,8,5
5329,S01005354,23,21,18,8,67,112,51,10,16
5330,S01005350,21,18,14,7,66,97,34,8,9
5331,S01005252,21,59,13,13,34,41,14,54,12
5332,S01005259,24,63,16,16,23,57,23,62,20
5333,S01005266,72,45,58,25,52,55,29,38,13
5334,S01005260,105,87,34,11,33,34,20,19,16
5335,S01005264,85,41,41,19,52,36,28,30,19
5336,S01005278,75,83,31,13,73,62,33,22,9
5337,S01005276,33,53,28,7,51,48,14,40,13
5338,S01005281,32,63,29,22,51,81,23,52,13
5339,S01005267,50,57,42,16,42,70,34,53,18
5340,S01005273,29,39,22,16,52,84,38,24,9
5341,S01005277,7,27,15,7,34,80,27,14,13
5342,S01005285,15,21,21,9,32,81,31,17,13
5343,S01005291,8,84,19,5,81,72,21,10,6
5344,S01005300,22,72,20,5,104,116,18,21,8
5345,S01005296,10,17,14,3,53,131,34,10,10
5346,S01005301,20,24,13,4,75,132,24,14,9
5347,S01005307,14,22,23,4,76,112,42,22,6
5348,S01005298,17,29,22,9,73,154,34,16,19
5349,S01005314,23,6,20,5,35,59,34,1,9
5350,S01005320,57,41,26,15,40,52,28,14,15
5351,S01005286,26,26,36,7,67,90,19,7,9
5352,S01005290,69,71,20,13,46,42,17,18,11
5353,S01005295,48,53,20,15,34,44,20,28,13
5354,S01005303,73,35,30,10,55,70,32,10,13
5355,S01005294,18,37,11,4,66,56,27,4,8
5356,S01005283,21,23,29,9,62,97,35,10,7
5357,S01005279,17,11,25,6,35,71,22,5,4
5358,S01005476,18,41,25,3,96,100,21,9,9
5359,S01005470,66,27,39,2,37,78,22,10,11
5360,S01005471,27,30,14,4,80,98,20,9,7
5361,S01005468,36,49,29,6,91,88,21,10,17
5362,S01005459,26,52,29,4,85,90,20,11,17
5363,S01005394,42,46,32,4,101,81,16,16,18
5364,S01005442,42,53,45,6,108,91,12,7,14
5365,S01005457,90,77,43,15,62,80,26,20,17
5366,S01005458,59,66,26,14,69,88,18,24,11
5367,S01005455,129,111,38,19,66,55,21,10,27
5368,S01005452,75,33,80,2,79,108,19,5,12
5369,S01005456,79,54,38,5,74,95,10,15,13
5370,S01005454,100,82,36,7,76,44,14,8,21
5371,S01005448,24,41,40,15,66,125,30,14,9
5372,S01005447,49,31,35,9,78,86,22,24,6
5373,S01005451,90,23,65,15,79,90,31,11,11
5374,S01005396,21,28,20,2,94,65,15,7,16
5375,S01005444,46,57,36,4,107,91,23,12,11
5376,S01005439,50,81,29,6,61,51,13,18,10
5377,S01005443,74,88,38,9,101,64,34,17,12
5378,S01005438,55,30,36,16,53,97,23,29,9
5379,S01005435,113,65,50,5,73,58,19,23,8
5380,S01005449,42,60,30,2,110,96,20,13,5
5381,S01005460,32,47,28,9,84,80,23,15,12
5382,S01005404,55,63,39,10,89,75,21,9,13
5383,S01005445,86,52,53,8,77,92,26,8,13
5384,S01005418,61,39,54,7,88,64,15,6,7
5385,S01005446,59,43,41,16,54,71,20,29,10
5386,S01005466,20,59,13,4,95,105,20,10,15
5387,S01005463,48,26,20,6,56,67,5,7,4
5388,S01005437,38,89,24,10,98,90,23,22,12
5389,S01005434,50,141,27,6,67,29,11,17,23
5390,S01005436,49,80,26,10,91,85,18,15,20
5391,S01005441,47,85,39,7,87,75,18,32,25
5392,S01005429,95,100,38,6,61,30,11,6,28
5393,S01005433,61,92,35,7,88,70,15,19,24
5394,S01005431,62,42,26,16,46,79,26,24,11
5395,S01005432,70,68,39,10,72,69,16,13,17
5396,S01005422,99,42,64,9,62,73,9,6,14
5397,S01005424,52,47,32,11,76,81,17,19,11
5398,S01005427,106,85,50,14,77,47,16,18,12
5399,S01005430,53,39,36,3,63,67,18,3,7
5400,S01005428,56,81,26,13,72,78,43,34,15
5401,S01005425,54,127,44,17,58,60,11,50,35
5402,S01005426,40,81,26,8,54,61,18,41,7
5403,S01005414,99,53,67,7,79,81,22,12,17
5404,S01005412,92,69,42,10,91,96,12,11,16
5405,S01005417,22,63,22,8,66,85,16,22,8
5406,S01005421,28,45,20,15,73,105,35,22,14
5407,S01005472,27,32,23,8,91,91,21,12,15
5408,S01005465,50,39,21,8,53,53,14,19,3
5409,S01005467,31,37,31,8,45,52,15,6,5
5410,S01005464,71,27,32,7,46,47,16,15,6
5411,S01005462,54,58,50,11,112,90,26,11,14
5412,S01005461,48,58,32,5,71,85,13,12,11
5413,S01005475,32,50,27,10,74,75,28,7,14
5414,S01005489,55,51,34,5,95,89,26,19,18
5415,S01005473,50,49,38,5,78,62,22,11,10
5416,S01005474,129,49,72,12,62,63,20,14,12
5417,S01005477,49,35,33,14,79,97,26,15,12
5418,S01005478,72,73,43,10,45,83,23,21,14
5419,S01005484,41,20,36,2,48,54,21,3,10
5420,S01005483,40,57,33,7,86,74,17,8,17
5421,S01005491,51,52,41,11,80,81,33,10,26
5422,S01005490,52,38,36,3,50,56,12,6,11
5423,S01005482,41,36,26,3,71,59,13,10,7
5424,S01005485,68,34,31,13,57,76,22,26,11
5425,S01005487,83,94,43,13,70,50,18,9,15
5426,S01005486,82,56,42,14,84,74,24,28,15
5427,S01005488,33,24,24,11,63,105,36,24,11
5428,S01005481,51,19,29,7,44,61,23,22,7
5429,S01005479,53,25,22,5,42,55,17,13,7
5430,S01005480,52,31,39,8,101,69,21,6,16
5431,S01005469,44,60,58,8,102,69,21,9,8
5432,S01005450,118,71,55,14,72,68,26,16,10
5433,S01005453,71,38,64,14,72,73,26,30,9
5434,S01005397,75,38,43,8,50,42,14,10,13
5435,S01005392,47,51,45,8,94,83,25,9,15
5436,S01005411,61,44,58,7,102,83,24,12,7
5437,S01005407,46,62,60,9,119,83,17,13,11
5438,S01005440,42,47,46,10,87,106,16,13,13
5439,S01005410,29,63,29,6,93,78,16,14,12
5440,S01005415,66,41,49,7,60,74,28,11,10
5441,S01005420,58,20,48,12,91,74,33,5,6
5442,S01005416,160,70,62,15,75,51,18,29,16
5443,S01005423,39,27,24,15,80,122,24,29,8
5444,S01005419,51,30,57,24,57,46,27,21,6
5445,S01005413,158,140,53,7,73,42,17,21,16
5446,S01005385,22,47,39,4,78,88,20,8,12
5447,S01005364,44,47,45,8,96,86,27,17,14
5448,S01005393,47,36,44,12,75,93,19,16,10
5449,S01005408,38,47,18,13,52,47,18,21,8
5450,S01005409,50,45,23,4,51,69,24,9,10
5451,S01005406,79,24,31,7,49,41,14,14,8
5452,S01005405,44,29,34,10,43,48,12,10,12
5453,S01005387,65,45,51,11,81,88,37,28,8
5454,S01005388,36,37,48,9,58,59,28,33,7
5455,S01005390,51,35,34,9,45,103,18,22,15
5456,S01005389,137,109,36,6,71,48,17,17,13
5457,S01005391,60,52,34,9,56,70,16,23,13
5458,S01005362,78,51,58,14,75,44,27,13,10
5459,S01005363,23,47,27,8,72,78,21,2,14
5460,S01005365,26,34,32,5,71,57,17,8,6
5461,S01005386,69,47,33,3,66,51,15,9,8
5462,S01005384,33,39,41,6,104,82,26,7,8
5463,S01005380,46,38,20,9,60,56,24,34,10
5464,S01005371,57,58,64,9,101,92,41,5,12
5465,S01005375,86,51,70,15,70,90,40,17,10
5466,S01005378,34,61,21,13,42,61,19,49,17
5467,S01005381,37,35,14,16,39,65,23,32,12
5468,S01005382,19,42,17,12,40,63,13,64,15
5469,S01005369,120,148,47,10,103,55,24,26,15
5470,S01005367,176,141,57,16,67,51,16,15,14
5471,S01005374,106,133,40,9,97,66,27,14,5
5472,S01005372,114,127,47,12,100,67,21,17,14
5473,S01005370,81,54,37,11,91,61,27,6,15
5474,S01005373,113,80,35,11,69,64,18,15,14
5475,S01005366,26,12,38,14,68,86,26,14,9
5476,S01005368,55,70,28,9,52,54,16,26,7
5477,S01005376,63,56,62,7,102,81,30,16,7
5478,S01005379,67,36,38,20,69,106,33,26,10
5479,S01005377,87,44,43,12,71,81,26,39,10
5480,S01005395,50,41,39,9,93,86,21,15,8
5481,S01005383,20,36,26,0,72,70,18,6,12
5482,S01005403,42,77,28,17,59,86,26,43,13
5483,S01005401,90,53,55,9,79,91,25,15,9
5484,S01005399,164,60,55,7,78,74,28,16,15
5485,S01005398,53,62,44,10,86,101,34,15,15
5486,S01005402,63,89,46,11,96,78,22,11,15
5487,S01005400,57,88,28,12,72,86,19,45,13
5488,S01005492,48,55,32,16,80,101,23,18,11
5489,S01005493,48,60,20,4,63,70,14,9,11
5490,S01005494,22,49,16,10,51,77,21,15,8
5491,S01005495,42,41,16,9,47,74,22,8,9
5492,S01005497,10,19,11,6,55,75,17,3,12
5493,S01005509,16,45,11,5,53,76,17,9,8
5494,S01005501,24,60,21,6,55,90,24,10,19
5495,S01005500,25,44,12,7,63,79,31,25,12
5496,S01005499,26,38,15,13,40,69,18,47,11
5497,S01005503,40,50,31,11,38,51,18,19,10
5498,S01005504,64,71,32,20,60,39,12,17,20
5499,S01005502,65,85,35,13,80,76,21,19,21
5500,S01005506,85,137,25,16,60,61,12,14,19
5501,S01005505,50,41,20,25,42,50,23,29,16
5502,S01005507,38,52,17,11,37,32,13,31,22
5503,S01005508,29,80,8,14,79,55,26,18,19
5504,S01005496,44,46,36,14,70,106,39,9,19
5505,S01005498,60,86,26,12,68,65,34,17,20
5506,S01005510,27,34,9,3,62,73,15,5,7
5507,S01005514,26,40,17,9,42,61,19,5,5
5508,S01005513,43,39,22,10,50,74,26,14,12
5509,S01005511,35,39,13,7,42,55,22,8,15
5510,S01005512,37,38,24,14,40,66,12,19,13
5511,S01005518,33,70,13,15,68,102,19,38,28
5512,S01005517,22,86,15,14,58,96,21,24,25
5513,S01005519,48,40,20,14,44,69,18,13,15
5514,S01005520,78,57,37,15,87,81,32,11,19
5515,S01005521,73,76,20,12,64,76,24,6,12
5516,S01005515,22,18,20,10,37,55,24,10,8
5517,S01005516,23,28,18,6,44,48,22,5,10
5518,S01005522,57,24,34,8,59,48,18,14,21
5519,S01005523,41,38,37,16,94,66,31,15,24
5520,S01005524,45,38,31,13,64,59,26,10,15
5521,S01005534,57,63,37,14,48,55,18,9,15
5522,S01005535,56,55,30,10,63,83,26,22,14
5523,S01005537,45,30,31,9,59,57,37,21,16
5524,S01005539,65,48,29,9,89,65,35,18,35
5525,S01005538,52,38,40,12,54,77,38,16,30
5526,S01005540,46,70,27,15,55,65,32,35,11
5527,S01005529,56,49,38,14,56,81,27,27,23
5528,S01005530,70,50,23,15,41,47,12,33,22
5529,S01005527,31,67,28,5,28,40,11,30,11
5530,S01005526,36,52,21,11,47,72,19,36,12
5531,S01005525,40,16,41,10,56,70,26,19,17
5532,S01005528,53,43,34,7,51,47,13,12,13
5533,S01005531,55,53,21,13,51,43,13,15,14
5534,S01005532,81,52,37,18,52,62,15,18,24
5535,S01005533,83,29,53,11,61,48,24,31,18
5536,S01005544,65,46,28,14,44,68,20,18,20
5537,S01005541,54,59,28,15,42,63,12,14,16
5538,S01005542,63,49,32,20,44,71,31,10,18
5539,S01005545,23,34,22,7,69,102,26,22,14
5540,S01005543,73,51,22,12,56,72,20,25,11
5541,S01005536,46,36,38,5,72,100,45,11,9
5542,S01005547,44,32,29,7,65,65,28,14,9
5543,S01005546,32,28,21,19,49,56,32,17,16
5544,S01005548,36,23,45,6,76,91,28,12,16
5545,S01005566,47,46,29,13,41,35,10,25,14
5546,S01005561,28,37,39,7,79,115,21,13,4
5547,S01005549,38,42,46,11,69,105,35,16,20
5548,S01005579,26,38,19,18,84,83,31,8,13
5549,S01005591,96,82,35,18,71,68,41,26,27
5550,S01005562,104,29,76,6,90,54,24,3,14
5551,S01005556,42,29,52,6,47,39,13,20,6
5552,S01005555,31,12,48,5,59,78,20,2,11
5553,S01005554,48,18,49,10,60,75,32,6,6
5554,S01005550,37,14,44,4,62,58,24,4,6
5555,S01005552,26,21,49,7,68,83,43,4,10
5556,S01005551,43,26,73,10,105,86,28,6,11
5557,S01005553,47,16,53,2,70,90,24,10,14
5558,S01005569,22,17,27,8,65,85,31,4,12
5559,S01005565,33,17,37,7,63,58,18,3,12
5560,S01005568,35,38,41,7,38,49,14,20,13
5561,S01005563,82,73,50,22,48,62,19,20,13
5562,S01005560,25,48,16,21,38,53,19,25,24
5563,S01005559,11,28,8,20,38,57,23,45,25
5564,S01005557,12,24,18,16,54,72,39,38,12
5565,S01005576,73,36,40,10,47,59,32,24,27
5566,S01005573,54,35,32,18,48,55,28,14,24
5567,S01005570,43,32,36,16,47,60,38,21,26
5568,S01005572,77,14,41,12,59,83,22,8,19
5569,S01005567,115,57,70,28,88,58,28,24,22
5570,S01005564,43,15,57,5,65,84,27,6,9
5571,S01005558,57,15,67,9,62,66,27,13,5
5572,S01005584,18,11,31,5,49,73,21,6,5
5573,S01005581,100,57,35,12,55,43,22,21,28
5574,S01005583,42,32,54,8,59,43,27,5,10
5575,S01005578,81,45,52,16,60,74,42,30,25
5576,S01005575,25,19,24,9,55,95,37,10,6
5577,S01005574,74,39,46,30,62,66,26,21,9
5578,S01005571,14,22,18,8,53,108,22,11,8
5579,S01005589,67,165,23,7,79,32,17,22,43
5580,S01005586,101,87,36,9,52,35,18,5,32
5581,S01005582,73,63,42,5,66,60,19,6,20
5582,S01005585,138,159,37,14,53,33,19,16,32
5583,S01005577,62,46,49,9,63,66,31,6,11
5584,S01005580,75,25,48,11,45,31,17,4,9
5585,S01005606,49,66,19,14,50,41,23,23,17
5586,S01005605,110,105,44,9,85,72,31,11,23
5587,S01005598,82,163,27,13,63,37,17,68,33
5588,S01005594,115,188,23,25,54,29,10,36,38
5589,S01005592,63,77,5,5,21,35,8,51,20
5590,S01005590,121,142,28,22,53,30,8,39,36
5591,S01005588,159,57,46,14,41,40,16,5,17
5592,S01005587,90,36,45,23,70,79,37,17,26
5593,S01005593,36,20,33,23,29,72,34,25,37
5594,S01005596,44,28,11,15,34,34,24,28,19
5595,S01005595,30,50,17,33,36,60,24,47,26
5596,S01005603,17,29,9,16,30,42,18,28,21
5597,S01005604,24,40,16,7,35,47,9,40,13
5598,S01005611,37,69,13,20,34,47,12,51,33
5599,S01005600,29,98,22,19,37,52,13,76,28
5600,S01005602,61,71,21,12,35,45,23,38,28
5601,S01005599,37,59,22,14,42,37,19,30,16
5602,S01005597,76,102,41,19,60,76,28,32,28
5603,S01005620,48,40,32,8,41,40,16,11,8
5604,S01005615,95,70,50,27,74,77,25,25,23
5605,S01005613,97,64,50,18,57,63,22,15,13
5606,S01005610,41,32,29,7,44,53,20,11,11
5607,S01005608,34,43,28,13,79,97,35,21,10
5608,S01005607,46,56,21,6,54,50,28,19,10
5609,S01005621,30,43,24,7,34,66,19,34,26
5610,S01005619,15,29,9,12,51,79,18,12,7
5611,S01005612,9,71,10,1,94,103,11,20,8
5612,S01005637,60,65,35,11,74,71,42,15,23
5613,S01005618,103,34,37,13,39,44,12,24,9
5614,S01005616,42,38,28,8,43,61,21,42,7
5615,S01005609,71,80,28,5,78,66,15,20,15
5616,S01005638,103,98,59,7,76,61,19,8,8
5617,S01005630,76,55,22,3,57,34,19,10,12
5618,S01005635,48,35,41,17,62,81,23,10,20
5619,S01005632,73,74,29,7,33,26,11,9,19
5620,S01005624,55,22,46,12,69,99,26,8,16
5621,S01005625,80,24,43,16,65,80,30,14,25
5622,S01005636,110,48,48,12,81,68,27,7,10
5623,S01005634,66,44,34,5,61,81,32,9,13
5624,S01005629,80,32,43,13,63,85,18,3,8
5625,S01005627,47,21,56,19,43,59,30,5,11
5626,S01005626,56,37,24,14,47,70,31,37,24
5627,S01005623,51,62,45,6,56,62,28,25,11
5628,S01005622,81,25,73,18,70,80,35,7,15
5629,S01005640,28,19,24,14,49,49,15,10,9
5630,S01005633,93,64,30,20,37,65,22,15,10
5631,S01005601,57,42,28,16,44,73,26,15,23
5632,S01005614,43,37,26,19,56,67,31,29,17
5633,S01005617,58,51,19,10,62,56,39,21,24
5634,S01005628,68,75,37,14,71,68,17,41,22
5635,S01005631,47,37,43,10,50,67,29,18,18
5636,S01005639,41,40,17,13,32,82,33,32,13
5637,S01005641,40,56,26,21,72,94,33,16,15
5638,S01005648,48,34,40,14,65,68,30,14,11
5639,S01005652,21,27,23,11,51,86,27,12,13
5640,S01005666,66,64,35,13,70,69,31,26,15
5641,S01005668,24,33,24,9,66,90,37,28,18
5642,S01005667,40,25,45,11,74,75,25,4,16
5643,S01005655,61,55,42,8,86,80,28,18,11
5644,S01005650,41,31,27,11,29,49,20,32,21
5645,S01005653,49,30,21,24,56,87,32,28,22
5646,S01005658,18,28,28,8,60,118,37,12,9
5647,S01005659,25,25,32,5,70,121,36,9,4
5648,S01005661,19,54,11,9,72,64,16,21,9
5649,S01005665,10,21,13,4,45,70,14,9,5
5650,S01005664,13,11,13,6,53,79,21,9,6
5651,S01005662,20,7,19,4,50,80,26,7,7
5652,S01005663,25,12,45,9,54,66,27,8,8
5653,S01005660,39,52,20,4,37,63,27,20,13
5654,S01005656,108,57,40,4,41,36,12,26,10
5655,S01005657,64,22,24,7,47,56,23,15,10
5656,S01005654,83,59,34,10,61,74,20,17,9
5657,S01005651,77,128,33,16,65,44,18,23,19
5658,S01005644,49,19,43,6,59,47,36,2,5
5659,S01005645,57,33,47,9,75,93,30,8,21
5660,S01005642,50,27,60,6,56,80,15,6,7
5661,S01005647,97,43,39,6,52,66,16,14,15
5662,S01005646,117,163,43,7,62,41,10,27,15
5663,S01005649,107,136,35,10,75,63,18,27,16
5664,S01005643,47,27,41,7,55,55,16,8,13
5665,S01005669,38,45,21,6,66,58,17,3,13
5666,S01005670,39,35,14,11,61,66,28,15,11
5667,S01005671,25,28,8,3,58,47,18,11,6
5668,S01005677,26,17,25,6,97,83,33,7,17
5669,S01005678,51,25,30,14,82,80,26,14,15
5670,S01005673,28,36,41,4,58,62,15,18,8
5671,S01005682,69,45,39,7,68,44,17,13,8
5672,S01005681,143,53,53,14,72,64,21,15,13
5673,S01005690,43,45,35,10,65,67,27,20,11
5674,S01005692,27,25,13,3,53,75,18,20,18
5675,S01005740,21,41,17,5,84,73,26,14,13
5676,S01005721,58,71,28,18,40,64,30,30,11
5677,S01005739,14,18,21,5,56,99,27,8,17
5678,S01005705,26,23,27,11,49,58,19,5,7
5679,S01005730,59,42,29,16,55,64,27,22,12
5680,S01005725,43,37,21,11,61,58,24,6,13
5681,S01005732,79,70,23,18,66,82,23,46,15
5682,S01005802,25,15,18,10,54,78,30,3,14
5683,S01005843,11,31,23,4,45,63,24,7,13
5684,S01005838,26,25,27,11,48,77,37,26,8
5685,S01005850,63,46,26,13,53,69,24,15,11
5686,S01005865,75,71,40,14,67,38,30,30,14
5687,S01005796,34,22,18,8,49,45,25,10,13
5688,S01005785,6,29,15,2,58,135,24,15,6
5689,S01005791,32,31,10,4,53,50,18,7,6
5690,S01005800,38,42,18,8,62,69,28,19,9
5691,S01005806,42,33,28,14,44,53,29,36,11
5692,S01005761,42,56,20,5,52,79,25,9,5
5693,S01005766,48,67,32,8,48,62,18,7,14
5694,S01005767,19,35,7,7,43,100,33,13,6
5695,S01005773,21,26,16,9,64,117,38,5,14
5696,S01005770,109,51,25,11,42,41,17,16,9
5697,S01005778,75,63,28,15,45,56,34,9,11
5698,S01005774,27,16,20,13,48,74,33,25,11
5699,S01005777,35,16,20,14,40,63,29,18,6
5700,S01005743,9,13,11,8,62,106,10,3,9
5701,S01005751,26,36,16,14,64,86,25,19,11
5702,S01005758,72,40,28,13,57,93,25,22,13
5703,S01005756,53,44,28,13,55,76,29,52,21
5704,S01005765,41,66,22,24,56,70,27,50,19
5705,S01005747,35,36,22,13,72,92,44,17,12
5706,S01005750,32,26,23,14,52,79,39,19,21
5707,S01005753,35,23,17,11,47,85,26,25,14
5708,S01005754,56,59,27,10,69,102,30,15,13
5709,S01005734,44,27,30,6,62,59,31,12,11
5710,S01005742,52,33,42,7,70,65,34,10,11
5711,S01005783,17,13,13,6,23,70,28,19,9
5712,S01005707,81,59,21,6,41,33,19,15,7
5713,S01005706,43,17,48,2,71,82,28,6,11
5714,S01005691,11,24,22,5,69,70,25,17,14
5715,S01005713,62,25,41,7,49,62,25,9,5
5716,S01005715,51,52,35,19,47,64,37,21,16
5717,S01005704,64,56,23,16,44,45,31,29,11
5718,S01005708,72,42,40,20,50,62,32,17,11
5719,S01005712,36,40,26,15,36,51,22,15,10
5720,S01005717,27,21,19,10,42,62,26,10,4
5721,S01005695,33,29,14,9,43,50,21,22,14
5722,S01005693,39,27,31,3,53,93,30,7,21
5723,S01005726,26,35,24,13,96,84,28,24,12
5724,S01005699,139,90,41,16,59,38,26,21,18
5725,S01005701,29,91,17,22,29,55,10,56,17
5726,S01005687,11,29,18,8,48,56,23,9,7
5727,S01005702,58,50,25,13,52,48,27,33,10
5728,S01005727,17,27,21,6,56,64,19,8,11
5729,S01005672,53,39,30,14,53,81,23,35,21
5730,S01005674,70,47,45,10,73,93,25,14,17
5731,S01005676,64,46,30,13,52,76,29,24,25
5732,S01005679,50,30,34,10,66,73,33,15,11
5733,S01005675,68,76,28,25,74,60,27,51,18
5734,S01005683,58,58,22,22,44,59,31,53,30
5735,S01005684,68,27,29,20,60,60,51,31,29
5736,S01005686,73,61,18,6,38,55,31,10,9
5737,S01005688,37,47,25,8,66,102,24,12,14
5738,S01005694,21,23,17,15,41,46,29,25,14
5739,S01005696,28,30,23,14,33,75,22,18,10
5740,S01005698,29,33,16,9,48,62,20,9,7
5741,S01005697,60,69,27,16,44,48,22,22,7
5742,S01005703,12,11,22,4,61,76,27,0,14
5743,S01005710,22,31,7,4,42,80,22,10,6
5744,S01005738,37,41,13,15,49,87,32,31,23
5745,S01005779,25,50,25,4,67,78,23,7,13
5746,S01005745,60,54,28,20,67,74,34,22,30
5747,S01005782,88,58,34,14,49,63,31,31,16
5748,S01005788,70,30,35,14,33,39,13,16,12
5749,S01005794,46,52,40,16,83,102,47,10,12
5750,S01005797,4,25,6,4,80,127,14,12,10
5751,S01005768,73,50,30,21,55,78,29,24,19
5752,S01005760,17,25,27,5,52,73,26,7,3
5753,S01005775,77,45,27,13,69,72,34,22,23
5754,S01005776,32,32,29,12,72,68,25,12,12
5755,S01005781,81,75,24,10,69,70,29,18,17
5756,S01005755,58,50,25,23,63,53,25,45,13
5757,S01005762,60,35,28,18,53,52,42,35,19
5758,S01005764,35,49,16,21,42,47,23,29,5
5759,S01005769,51,53,28,15,53,59,32,38,16
5760,S01005771,22,24,21,7,56,100,46,14,4
5761,S01005772,39,21,27,8,60,72,55,9,8
5762,S01005744,60,31,35,21,60,78,35,29,15
5763,S01005748,48,89,18,14,27,38,21,10,9
5764,S01005752,22,47,15,19,38,58,40,56,17
5765,S01005757,29,45,10,14,29,44,22,35,21
5766,S01005759,66,64,25,19,55,68,30,49,19
5767,S01005728,32,22,20,15,42,85,38,30,16
5768,S01005729,38,30,25,12,46,45,32,29,8
5769,S01005735,7,16,8,4,69,124,30,17,9
5770,S01005731,72,54,23,10,41,48,21,12,6
5771,S01005714,44,60,27,7,68,92,32,11,15
5772,S01005736,54,35,41,5,73,64,25,8,9
5773,S01005737,28,56,18,7,47,83,25,31,19
5774,S01005700,17,28,8,4,58,63,12,12,4
5775,S01005709,44,49,24,24,63,67,30,33,20
5776,S01005711,48,73,46,11,74,77,27,15,12
5777,S01005716,22,8,46,6,61,47,30,6,7
5778,S01005718,94,109,32,12,62,58,19,23,10
5779,S01005719,17,13,27,6,33,65,18,9,12
5780,S01005722,18,13,14,7,50,63,24,8,4
5781,S01005720,26,27,27,6,51,89,20,8,15
5782,S01005723,71,27,25,13,44,74,25,25,20
5783,S01005733,28,24,17,7,67,113,31,19,15
5784,S01005724,8,4,18,3,42,109,24,7,11
5785,S01005680,19,18,14,2,56,81,25,4,13
5786,S01005685,14,16,13,6,63,75,25,10,12
5787,S01005689,11,24,16,5,46,57,21,2,9
5788,S01005749,30,20,32,10,82,93,42,8,6
5789,S01005741,51,32,26,24,62,105,38,24,19
5790,S01005746,26,23,25,7,58,110,27,13,17
5791,S01005831,30,33,39,9,80,91,51,14,18
5792,S01005955,16,142,7,3,55,29,12,12,14
5793,S01005805,9,15,6,4,44,100,12,5,10
5794,S01005814,41,43,13,23,32,60,27,29,23
5795,S01005818,4,19,8,3,49,143,18,7,12
5796,S01005819,52,33,14,13,36,61,30,38,16
5797,S01005826,5,22,9,6,61,134,62,9,11
5798,S01005832,50,50,13,24,44,65,25,42,22
5799,S01005842,47,35,26,13,39,48,30,32,4
5800,S01005857,69,59,24,13,45,57,24,28,14
5801,S01005855,71,106,26,24,44,68,31,42,19
5802,S01005876,23,15,44,11,54,94,52,6,11
5803,S01005884,74,35,45,13,59,76,33,9,13
5804,S01005900,35,29,43,8,68,70,34,6,6
5805,S01005899,102,111,23,12,56,41,16,21,18
5806,S01005902,57,42,41,11,65,77,41,8,11
5807,S01005914,106,122,45,15,80,39,14,12,22
5808,S01005926,93,59,37,21,46,45,30,13,22
5809,S01005940,48,139,16,5,45,38,19,12,19
5810,S01005879,45,39,32,13,45,57,41,9,8
5811,S01005880,95,116,18,19,50,43,20,40,25
5812,S01005892,77,90,24,20,35,46,25,34,14
5813,S01005907,86,94,31,18,63,44,23,20,18
5814,S01005908,66,118,26,20,71,59,20,28,13
5815,S01005849,54,26,58,20,48,77,27,22,16
5816,S01005869,28,32,22,23,27,44,45,45,25
5817,S01005874,32,56,8,9,39,60,18,90,36
5818,S01005833,34,38,17,9,52,76,34,22,7
5819,S01005848,25,48,11,14,46,46,28,34,16
5820,S01005854,40,36,36,18,49,72,36,29,26
5821,S01005858,21,22,7,23,52,59,53,42,15
5822,S01005804,19,23,17,12,50,47,31,26,20
5823,S01005867,35,61,9,17,83,81,47,30,19
5824,S01005875,15,33,10,14,70,85,30,11,15
5825,S01005888,21,23,15,22,28,53,31,24,14
5826,S01005878,10,67,6,6,51,89,29,13,4
5827,S01005886,17,18,21,4,55,105,38,6,9
5828,S01005885,19,10,31,10,34,86,35,9,3
5829,S01005890,8,29,5,4,77,109,26,14,6
5830,S01005896,30,13,34,10,57,65,41,5,4
5831,S01005905,18,32,8,10,62,97,24,14,6
5832,S01005906,51,24,19,13,54,99,39,38,11
5833,S01005913,53,52,23,27,29,60,29,61,33
5834,S01005917,37,78,26,16,39,73,23,73,14
5835,S01005928,27,70,15,22,33,62,31,49,17
5836,S01005936,73,56,58,17,59,70,40,22,9
5837,S01005948,19,47,12,30,39,46,31,47,16
5838,S01005954,38,48,11,13,37,41,23,64,14
5839,S01005958,42,39,11,13,39,52,30,16,10
5840,S01005959,62,85,15,14,26,26,8,29,18
5841,S01005960,78,31,29,15,32,24,24,6,18
5842,S01005763,26,33,30,12,71,84,27,9,16
5843,S01005962,41,46,20,13,35,32,15,21,16
5844,S01005963,43,44,20,10,30,45,18,25,12
5845,S01005964,45,70,17,22,49,53,26,36,13
5846,S01005967,57,59,18,34,36,58,32,46,34
5847,S01005970,53,89,22,18,54,62,25,21,19
5848,S01005969,26,38,27,10,61,62,43,16,14
5849,S01005971,16,27,5,18,20,42,28,22,14
5850,S01005974,65,57,19,29,42,57,30,27,19
5851,S01005977,26,35,12,17,48,96,18,34,8
5852,S01006017,26,31,25,21,31,66,20,43,12
5853,S01005980,6,12,16,11,50,72,41,13,8
5854,S01005983,10,34,10,8,91,116,57,16,5
5855,S01005973,65,81,31,13,52,70,23,18,19
5856,S01005972,79,89,27,23,51,58,17,24,25
5857,S01005975,28,39,24,22,33,59,37,31,19
5858,S01005979,53,50,21,22,57,88,34,37,23
